Source class,Source name,L (Jy kpc^2),vW (GHz s)
Crab GP,PSR J0534+2200,130.40510046921452,3.90866e-05
Crab GP,PSR J0534+2200,20.772103658536583,7.3472e-06
Crab GP,PSR J0534+2200,312.9921377034329,8.65396e-05
Crab GP,PSR J0534+2200,44.165508323904966,1.7323599999999998e-05
Crab GP,PSR J0534+2200,58.030769230769224,3.4398e-05
Crab GP,PSR J0534+2200,60.560718132854575,1.9495e-05
Crab GP,PSR J0534+2200,118.87985846187871,2.53218e-05
Crab GP,PSR J0534+2200,12.26731707317073,5.74e-06
Crab GP,PSR J0534+2200,12.075121951219511,5.74e-06
Crab GP,PSR J0534+2200,316.12488435549415,0.00011954739999999999
Crab GP,PSR J0534+2200,91.15262661753364,3.26732e-05
Crab GP,PSR J0534+2200,80.35413642960813,4.14778e-05
Crab GP,PSR J0534+2200,13.462439024390243,5.74e-06
Crab GP,PSR J0534+2200,19.675121951219513,5.74e-06
Crab GP,PSR J0534+2200,17.621463414634146,5.74e-06
Crab GP,PSR J0534+2200,119.84076088235986,5.946779999999999e-05
Crab GP,PSR J0534+2200,102.37127588976982,4.0083399999999996e-05
Crab GP,PSR J0534+2200,14.17951219512195,5.74e-06
Crab GP,PSR J0534+2200,226.9606797226244,7.34888e-05
Crab GP,PSR J0534+2200,40.9471303973296,1.30018e-05
Crab GP,PSR J0534+2200,34.02179248061255,1.4261799999999998e-05
Crab GP,PSR J0534+2200,87.56651603659209,5.0808799999999994e-05
Crab GP,PSR J0534+2200,72.94937138973836,2.47212e-05
Crab GP,PSR J0534+2200,133.4428425008541,6.1467e-05
Crab GP,PSR J0534+2200,34.83593658250147,1.1921e-05
Crab GP,PSR J0534+2200,26.840617639361422,1.06988e-05
Crab GP,PSR J0534+2200,68.2856403622251,2.1644e-05
Crab GP,PSR J0534+2200,12.27512195121951,5.74e-06
Crab GP,PSR J0534+2200,11.214634146341462,5.74e-06
Crab GP,PSR J0534+2200,85.46702166283433,2.3136399999999998e-05
Crab GP,PSR J0534+2200,94.90333589284191,3.2818800000000005e-05
Crab GP,PSR J0534+2200,128.92436018957346,5.9080000000000004e-05
Crab GP,PSR J0534+2200,11.769756097560975,5.74e-06
Crab GP,PSR J0534+2200,55.214922377663655,2.37174e-05
Crab GP,PSR J0534+2200,19.11512195121951,5.74e-06
Crab GP,PSR J0534+2200,191.57056203047688,8.51662e-05
Crab GP,PSR J0534+2200,137.0788109051702,5.453560000000001e-05
Crab GP,PSR J0534+2200,15.044878048780488,5.74e-06
Crab GP,PSR J0534+2200,18.97463414634146,5.74e-06
Crab GP,PSR J0534+2200,12.615609756097559,5.74e-06
Crab GP,PSR J0534+2200,10.932682926829267,5.74e-06
Crab GP,PSR J0534+2200,13.58731707317073,5.74e-06
Crab GP,PSR J0534+2200,12.203902439024388,5.74e-06
Crab GP,PSR J0534+2200,112.76245185717084,4.289319999999999e-05
Crab GP,PSR J0534+2200,61.55961790234205,2.8872199999999998e-05
Crab GP,PSR J0534+2200,14.665365853658535,5.74e-06
Crab GP,PSR J0534+2200,122.67072772761884,3.861059999999999e-05
Crab GP,PSR J0534+2200,12.906341463414632,5.74e-06
Crab GP,PSR J0534+2200,31.107673267326735,9.0496e-06
Crab GP,PSR J0534+2200,85.60749732501937,3.7944199999999995e-05
Crab GP,PSR J0534+2200,154.68363790647635,4.6195799999999996e-05
Crab GP,PSR J0534+2200,18.601951219512195,5.74e-06
